University,Year,Class,ID,IS1,IS2,IS3,IS4,IS5,IS6,IS7,IS8,IS9,IS10,IS11,IS12,IS13,IS14,IS15,IS16,IS17,IS18,IS19,IS20,IS21,IS22,IS23,IS24,IS25,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,GC14,GC15,GC16,GC17,GC18,GC19,GC20,GC21,GC22,GC23,GC24,gender,age,japan_citizen,other_citizen,ethnicity,ethnicity_text,religion,religion_txt,undergrad_grad,class_year,class_year_txt,major,faculty,firstlang,firstlang_txt,secondlang,secondlang_txt,SecondLang_Proficiency,SecondLang_Frequency,SecondLang_Frequency_txt,International_Travel_Count,Travel_Purpose,Travel_Purpose_txt,Notes
K,3,1,85,4,4,4,4,3,4,4,4,5,4,4,3,4,4,5,4,4,1,4,4,4,4,4,4,4,2,2,2,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,20,1,,1,,1,,1,3,,教育　社会科,Education,1,,0,,,,,3,2,,
K,3,1,86,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,2,4,1,3,2,3,3,1,2,4,3,4,3,2,3,3,2,1,2,2,1,1,1,1,1,1,3,3,3,2,2,2,1,2,1,20,1,,1,,6,,1,3,,学校教育学類　理科教育専修,Education,1,,0,,,,,0,,,
K,3,1,87,2,1,2,3,4,2,3,3,2,2,2,3,2,2,3,4,2,1,3,2,2,3,1,2,2,3,3,4,3,2,2,2,2,3,3,1,1,1,3,1,1,3,3,3,4,3,2,2,2,2,20,1,,1,,1,,1,3,,学校教育学類　保健体育専修,Education,1,,1,英語,3,4,,2,"2,5",野球の海外遠征,
K,3,1,88,2,4,3,4,4,3,2,2,3,2,2,3,4,1,3,5,3,1,4,2,2,3,1,4,5,4,4,4,2,1,1,1,1,3,2,1,1,4,1,1,1,1,3,4,5,2,5,1,1,2,21,1,,1,,1,,1,3,,学校教育学類　教育基礎専修,Education,1,,0,,,,,0,,,
K,3,1,89,4,3,4,2,2,2,3,2,4,4,3,4,4,4,5,5,2,1,2,3,4,2,1,4,4,4,5,4,4,2,3,2,3,1,1,1,2,3,1,1,1,2,4,2,3,1,5,1,3,2,21,1,,1,,1,,1,3,,学校教育学類　保健体育専修,Education,1,,0,,,,,0,,,
K,3,1,90,2,1,2,4,3,2,1,3,3,2,2,4,4,2,3,4,1,1,3,2,2,4,1,4,3,4,4,5,4,2,2,2,1,3,1,1,1,2,5,2,1,4,3,3,4,2,3,1,4,1,20,1,,1,,7,何も信仰していない,1,3,,学校教育学類　教育基礎専修,Education,1,,1,英語,2,2,,1,5,高校のスタディーツアー,
K,3,1,91,2,1,3,4,3,2,2,2,3,2,3,5,2,,2,4,2,1,4,2,4,4,1,3,4,3,3,4,3,3,2,2,2,3,3,1,2,2,1,1,1,3,3,4,4,2,4,2,5,1,21,1,,1,,6,,1,3,,学校教育学類　社会科専修,Education,1,,1,英語,2,7,,0,,,IS14無回答
K,3,1,92,4,2,3,4,2,2,3,2,3,4,2,4,3,3,4,5,3,1,4,2,4,3,1,4,2,4,4,3,4,2,3,1,1,2,2,1,2,4,1,1,1,3,4,2,3,1,4,3,3,2,21,1,,1,,2,,1,3,,学校教育学類　理科教育専修,Education,1,,1,英語,1,6,,2,5,高校の修学旅行,
K,1,1,1,2,2,4,4,2,1,3,5,4,2,2,2,1,1,2,4,1,1,4,1,2,5,2,2,4,4,5,5,2,2,1,4,1,2,1,5,1,5,1,1,1,3,3,2,4,1,5,2,5,2,19,1,,1,,1,,1,1,,人社　経済,Economics,1,,1,,2,3,,1,5,高校の修学旅行,母国語の他に使えるコミュニケーションの手段　不明
K,1,1,2,1,1,3,5,5,5,1,1,1,5,5,5,5,1,1,1,1,5,1,1,1,1,5,5,1,5,5,5,5,1,5,5,5,1,1,1,5,1,,5,1,1,1,5,5,5,5,5,5,2,19,1,,1,,1,,1,1,,経済,Economics,1,,0,,,,,0,,,GC14 重複
K,1,1,3,2,2,3,4,2,2,2,2,4,4,4,4,4,2,3,2,2,1,3,2,3,2,1,4,4,4,3,4,4,2,2,3,2,2,2,4,2,5,2,1,1,3,3,2,5,2,3,2,3,1,19,1,,1,,6,,1,1,,学校教育,Education,1,,1,英語,2,2,,0,,,
K,1,1,4,2,1,2,3,3,1,4,1,1,5,1,4,4,1,2,1,3,1,4,2,1,1,1,5,4,5,4,3,4,3,1,2,3,2,3,1,1,4,2,1,1,3,2,4,4,3,5,3,3,2,19,1,,1,,6,,1,1,,経済学部,Economics,1,,1,英語,2,6,,1,5,高校の修学旅行,
K,1,1,5,4,5,4,4,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,4,5,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,19,1,,1,,6,,1,1,,経済,Economics,1,,0,,,,,1,,高校の研修,
K,1,1,6,2,2,3,5,5,2,3,2,5,3,5,5,4,3,4,3,1,1,4,2,2,4,1,5,4,4,2,4,5,4,4,4,3,5,4,2,4,3,3,1,1,5,3,5,5,4,5,3,3,1,19,1,,1,,1,,1,1,,学校教育学類　特別支援専修,Education,1,,1,英語,3,2,,1,2,,
K,1,1,7,2,3,2,5,3,5,1,3,5,3,5,4,5,2,4,4,1,1,3,1,2,1,1,4,1,3,3,5,5,3,1,4,2,3,1,1,2,4,1,1,1,2,4,2,3,3,5,2,4,1,19,1,,1,,6,,1,1,,人間社会学域地域創造学類　福祉マネジメントコース,SocialWelfare,1,,0,,,,,0,,,
K,1,1,8,2,2,2,4,2,2,4,3,3,1,1,5,1,1,2,5,5,1,4,1,1,1,1,3,1,4,3,3,3,2,2,2,2,3,1,2,1,1,1,1,1,4,3,2,2,1,3,1,1,2,19,1,,1,,1,,1,1,,地域創造学類,0,1,,0,,,,,0,,,
K,1,1,9,2,2,3,4,2,2,1,2,3,3,3,4,4,2,3,3,2,1,4,2,2,2,1,3,2,3,3,3,3,3,3,4,2,2,3,2,3,3,3,2,1,3,3,3,3,2,4,2,3,2,19,1,,1,,1,,1,1,,経済,Economics,1,,1,英語、中国語,2,7,,1,2,,
K,1,1,10,4,2,4,5,2,3,3,2,5,2,2,2,5,5,5,5,2,1,4,2,2,2,1,5,4,5,2,5,5,3,3,4,3,5,2,1,1,2,1,1,1,4,5,2,5,3,5,2,4,2,19,1,,1,,7,神道,1,1,,,,1,,0,,,,,0,,,専攻不明
K,1,1,11,2,2,2,3,2,2,3,2,4,3,3,3,3,1,2,3,2,1,4,2,2,2,1,3,3,3,2,3,3,2,2,3,2,3,2,1,3,3,1,1,1,3,3,1,2,2,3,2,3,2,19,1,,1,,6,,1,1,,学校教育学類　社会科教育専修,Education,1,,1,,2,2,,0,,,母国語の他に使えるコミュニケーションの手段　不明
K,1,1,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,1,,1,,1,,1,1,,,,1,,1,,,2,,0,,,年齢不詳、専攻不明、母国語の他に使えるコミュニケーションの手段　不明、言語の習熟度　不明
K,1,1,13,1,1,3,5,2,1,3,2,3,4,4,5,4,2,4,3,1,1,3,1,2,3,1,4,2,3,2,5,4,3,2,2,1,5,2,2,2,2,1,1,1,5,4,4,3,5,,2,4,2,,1,,1,,1,,1,1,,経済学,Economics,1,,1,英語,2,2,,0,,,"GC22 無回答,年齢不詳"
K,1,1,14,3,2,2,4,3,2,2,2,3,2,3,3,3,2,2,3,2,1,2,2,2,3,1,2,2,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,1,2,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,0,,,,,0,,,
K,1,1,15,4,3,3,4,3,4,4,3,4,3,4,2,2,3,4,3,3,1,1,1,3,2,2,3,4,4,2,3,4,3,2,3,4,3,3,2,3,3,2,4,1,3,4,2,1,1,2,1,1,2,,1,,1,,5,,1,1,,経済,Economics,1,,0,,,,,0,,,年齢不詳
K,1,1,16,2,1,2,4,2,2,2,2,4,2,1,3,3,3,4,4,2,1,3,2,3,3,1,3,4,4,4,4,4,3,2,2,1,2,2,1,1,2,1,1,1,2,3,2,3,1,4,2,2,1,19,1,,1,,1,,1,1,,学校教育学類,Education,1,,0,,,,,0,,,
K,1,1,17,2,2,5,2,3,2,2,4,2,2,2,4,2,3,3,4,,5,4,3,2,3,3,4,1,3,2,2,4,2,2,4,1,2,2,1,1,4,1,1,1,3,4,4,3,2,5,1,2,2,18,1,,1,,1,,1,1,,人間社会地域創造,,1,,0,,,,,0,,,IS17 重複
K,1,1,18,2,2,2,3,2,3,2,2,3,3,3,3,3,2,3,3,2,1,3,1,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,1,1,3,2,2,3,2,3,3,3,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語,2,3,,0,,,
K,1,1,19,2,3,3,3,2,2,4,4,3,2,2,3,3,3,3,3,2,1,3,2,2,3,1,2,3,4,2,3,2,3,2,1,1,2,2,1,2,2,1,1,1,3,3,2,2,2,3,2,4,2,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語、フランス語,1,7,,0,,,
K,1,1,20,2,2,2,4,3,2,1,2,3,2,2,1,4,2,3,5,2,1,4,2,2,3,1,3,3,2,4,3,3,3,3,4,1,2,3,1,2,1,2,1,1,3,3,3,3,2,3,3,4,1,20,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語、中国語,2,2,,1,2,,
K,1,1,21,2,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,2,2,2,2,1,1,3,3,3,3,3,3,2,3,1,19,1,,1,,1,,1,1,,決まっていない。,,1,,1,英語、フランス語,2,2,,0,,,
K,1,1,22,2,3,4,4,3,2,3,3,2,2,3,4,2,2,3,4,2,1,2,2,2,4,1,4,2,4,3,4,4,2,2,2,2,2,2,1,2,4,2,1,1,3,1,3,3,2,4,2,3,2,19,1,,1,,7,特にこれといったものはない,1,1,,まだ未定,,1,,1,英語、中国語,2,2,,0,,,
K,1,1,23,2,4,2,4,2,2,2,3,4,3,2,3,4,2,2,3,3,1,5,4,3,3,3,3,2,4,4,4,4,3,2,3,2,2,2,1,2,3,1,1,1,4,4,3,3,1,5,2,4,2,19,1,,1,,6,,1,1,,教育学類,Education,1,,0,,,,,0,,,
K,1,1,24,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,2,1,1,3,1,2,2,1,3,3,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,3,4,3,3,2,2,2,2,2,19,1,,1,,6,,1,1,,地域創造,,1,,0,,,,,0,,,
K,1,1,25,2,2,4,4,4,3,2,2,5,4,4,4,3,2,4,3,2,1,4,2,4,3,3,4,4,3,2,4,4,4,4,4,4,4,3,1,3,3,3,1,1,3,4,3,4,3,3,2,4,1,19,1,,1,,1,,1,1,,学校教育学類　音楽専修,Education,1,,1,,2,3,,1,1,,母国語の他に使えるコミュニケーションの手段　不明
K,1,1,26,2,1,2,4,2,2,2,2,4,3,3,3,2,2,3,3,1,1,3,2,3,3,1,3,5,2,2,3,3,3,3,2,1,3,2,2,2,3,1,1,1,3,4,3,4,3,3,3,2,1,19,1,,1,,1,,1,1,,教育学類　家政専修,Education,1,,1,英語,2,2,,0,,,
K,1,1,27,2,1,2,5,3,3,2,2,3,3,3,4,3,2,3,3,2,1,3,2,3,3,2,4,3,4,2,3,4,3,3,2,2,4,2,2,2,3,3,2,1,3,3,4,3,2,3,2,3,1,19,1,,1,,6,,1,1,,地域創造学類　福祉マネジメントコース,,1,,0,,,,,1,2,,
K,1,1,28,3,2,4,4,3,3,2,2,3,3,3,3,2,2,3,3,2,1,3,2,3,3,2,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,4,3,3,3,3,1,19,1,,1,,,,1,1,,経済学類,Economics,1,,1,英語,2,2,,1,5,学校の行事,信仰する宗教　不明
K,1,1,29,3,2,2,5,4,2,4,2,5,2,2,3,2,2,3,2,2,1,3,1,5,1,1,5,5,5,2,5,5,2,2,2,2,4,4,3,2,2,2,1,1,3,2,3,4,2,4,2,2,1,19,1,,1,,1,,1,1,,人間社会学域　学校教育学類　教育基礎専修,,1,,0,,,,,0,,,
K,1,1,30,2,1,1,5,3,3,2,3,3,3,1,3,4,2,4,4,3,1,4,1,3,2,3,3,2,3,2,3,5,4,4,5,4,4,4,5,5,1,4,1,3,3,3,2,3,3,4,3,3,1,19,1,,1,,6,,1,1,,地域創造,,1,,0,,,,,1,2,,
K,1,1,31,2,1,3,4,2,2,2,4,3,2,2,2,4,4,2,2,2,1,3,2,2,3,1,2,1,3,3,2,3,4,2,3,2,1,2,1,3,1,3,2,1,3,3,2,2,2,4,1,3,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語、韓国語,1,2,,2,1,,
K,1,2,1,3,2,3,4,2,2,5,3,4,4,4,4,3,2,2,3,2,1,4,4,3,4,1,4,2,3,3,3,3,3,3,2,1,3,4,2,2,4,4,2,2,3,3,3,3,2,3,2,2,1,19,1,,1,,1,,1,1,,法学部,,1,,1,英語,3,7,,1,2,,
K,1,2,2,2,2,2,4,3,2,2,2,2,2,2,3,3,3,2,3,3,1,3,3,2,2,1,3,2,3,3,3,3,2,2,2,1,2,2,3,2,2,1,1,1,2,3,2,2,1,4,2,3,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語、韓国語,1,4,,0,,,
K,1,2,3,2,2,2,3,2,2,2,2,4,2,2,4,3,2,2,4,3,1,3,1,2,2,1,3,1,3,3,4,3,2,2,2,2,3,1,1,2,3,1,1,1,3,1,3,2,2,4,1,3,1,19,1,,1,,,,1,1,,人間社会学域地域創造学類,,1,,0,,,,,0,,,信仰する宗教　不明
K,1,2,4,2,2,2,4,2,3,2,2,4,3,2,4,4,3,3,4,1,1,4,2,2,3,1,4,2,2,3,4,4,3,2,1,3,2,2,1,2,2,2,1,1,3,4,1,2,2,5,1,4,1,20,1,,1,,1,,1,1,,人間社会学域　経済学類,,1,,1,英語、中国語,2,2,,1,2,,
K,1,2,5,2,1,3,4,3,4,2,,4,2,3,3,3,2,3,3,2,1,4,2,2,3,2,3,3,3,3,3,4,3,3,3,1,2,2,2,2,2,5,1,5,3,3,3,2,2,5,3,4,2,19,1,,1,,5,,1,1,,教育学英語コース,,1,,1,,2,3,,1,1,,IS08　無回答、母国語の他に使えるコミュニケーションの手段　不明
K,1,2,6,3,1,2,4,2,2,2,4,3,1,2,3,2,3,2,3,3,1,4,4,3,2,1,4,2,3,3,4,4,3,2,4,2,2,2,1,4,4,1,1,1,4,3,2,3,2,4,3,3,2,19,1,,1,,6,,1,1,,経済,,1,,1,英語,1,4,,0,,,
K,1,2,7,2,2,3,3,2,2,3,2,2,2,3,4,4,2,3,4,2,5,4,2,2,2,2,3,3,2,3,2,3,3,3,2,2,3,2,1,2,3,3,2,1,3,3,3,3,2,4,3,3,1,,1,,1,,1,,1,1,,地域創造,,1,,0,,,,,1,2,,年齢不詳
K,1,2,8,2,2,2,4,2,1,4,1,5,3,1,3,4,4,3,2,1,1,5,1,1,4,2,5,1,4,3,5,5,3,2,1,1,4,2,1,3,3,3,1,1,5,3,3,4,1,5,2,4,1,19,1,,1,,6,,1,1,,学校教育学類,,1,,1,英語,2,2,,2,1,,
K,1,2,9,2,2,2,5,2,4,3,1,3,3,4,4,5,3,4,2,2,1,5,2,2,2,4,4,2,3,2,4,4,5,4,1,1,2,1,1,3,3,4,4,1,5,5,2,4,2,5,1,4,1,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語,2,2,,1,1,,
K,1,2,10,2,2,2,5,3,2,3,3,5,2,3,4,2,2,3,3,3,1,3,2,3,3,1,5,3,3,2,4,5,4,3,3,2,4,4,2,3,3,1,1,1,5,3,3,4,3,4,3,3,2,19,1,,1,,1,,1,1,,経済,,1,,0,,,,,0,,,
K,1,2,11,2,2,2,3,3,2,2,3,2,2,2,3,3,3,3,3,2,1,5,2,3,1,1,2,4,2,3,4,4,3,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,5,2,5,2,19,1,,1,,6,,1,1,,経済学類,,1,,1,英語,2,2,,0,,,
K,1,2,12,2,2,2,4,2,2,2,3,4,2,3,3,4,3,3,4,2,1,4,2,2,3,1,3,2,2,3,4,3,3,2,2,2,2,2,2,3,4,2,1,1,3,3,2,3,2,4,3,3,2,19,1,,1,,1,,1,1,,学校教育学類,,1,,0,,,,,0,,,
K,1,2,13,1,2,2,5,4,4,2,2,4,5,4,2,3,2,4,3,2,1,5,2,2,4,3,5,2,4,2,4,4,4,5,4,2,3,3,2,3,5,4,2,1,5,4,3,3,3,4,2,4,2,18,1,,1,,1,,1,1,,総合教育部（文系）,,1,,1,英語,2,2,,1,5,高校の選抜修学旅行,
K,1,2,14,2,1,4,5,3,3,1,2,3,3,4,4,4,3,2,3,2,1,3,3,3,3,1,4,2,3,2,3,4,3,2,1,1,4,3,2,1,2,3,1,1,3,3,3,5,4,4,2,3,2,19,1,,1,,1,,1,1,,学校教育学類　社会科専修,,1,,1,英語,2,2,,1,5,高校の研修旅行,
K,1,2,15,2,4,3,2,3,3,1,2,2,3,4,2,3,4,3,2,1,1,3,1,1,2,4,3,1,3,2,3,3,3,3,4,2,3,3,3,4,4,2,1,1,3,4,3,4,3,5,3,5,1,,1,,1,,1,,1,1,,文系一括,,1,,1,英語、ドイツ語,ドイツ語　２、英語　３,2,,1,5,高校の修学旅行,年齢不詳
K,1,2,16,2,1,3,4,2,2,1,3,3,2,2,5,3,2,2,3,1,1,2,1,2,2,1,4,1,5,2,4,4,3,2,1,1,4,3,3,2,2,5,5,1,5,5,3,2,3,5,3,5,1,20,1,,1,,,分からない,1,1,,決まっていない,,1,,1,英語,2,1,,1,4,,
K,1,2,17,2,1,4,5,4,2,2,2,4,4,4,4,4,4,4,3,3,1,4,2,2,4,2,4,4,2,2,3,4,4,4,4,2,4,3,2,3,4,5,3,2,5,4,3,4,3,5,2,4,1,19,1,,1,,7,神道,1,1,,総合教育文系,,1,,1,英語、フランス語,2,3,,2,"2,5",ファームステイ,
K,1,2,18,2,2,1,3,2,2,2,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,3,3,4,4,4,3,3,3,2,2,3,4,2,3,4,3,3,3,2,4,3,3,3,4,4,1,19,1,,1,,6,,1,1,,経済学類,,1,,1,韓国語、英語,2,6,,3,4,,
K,1,2,19,2,3,2,2,2,1,2,4,4,3,2,4,2,1,2,4,4,1,4,1,4,3,1,2,3,4,4,5,2,3,4,2,2,2,1,1,3,3,1,1,1,3,4,3,4,1,3,2,4,3,18,1,,1,,,,1,1,,,,1,,1,,2,2,,0,,,信仰している宗教　無回答、専攻　無回答、母国語の他に使えるコミュニケーションの手段　不明
K,1,2,20,2,2,5,5,3,2,3,3,2,4,3,3,3,2,2,4,2,1,4,1,2,3,1,4,1,4,3,4,3,2,2,2,2,2,1,1,3,4,2,1,1,3,4,3,4,2,4,2,4,1,20,1,,1,,6,,1,1,,経済学部,,1,,1,英語,2,3,,0,,,
K,1,2,21,1,3,4,4,2,3,3,4,5,3,4,4,4,2,2,4,4,1,4,2,4,1,2,5,5,4,3,5,4,4,2,3,2,4,3,1,2,2,3,1,1,4,4,4,5,3,4,2,4,2,19,1,,1,,1,,1,1,,地域創造学類,,1,,1,英語,2,2,,1,1,,
K,1,2,22,2,1,2,5,2,1,2,2,3,2,2,4,2,4,2,3,4,1,4,1,2,4,1,5,2,5,2,4,5,3,3,1,1,3,2,3,1,3,2,2,1,4,3,2,3,1,5,2,4,1,19,1,,1,,5,神道,1,1,,未定,,1,,1,,2,6,,1,5,高校の修学旅行,母国語の他に使えるコミュニケーションの手段　不明
K,1,2,23,2,1,3,4,2,3,3,3,4,2,2,4,4,4,3,4,2,1,4,2,2,3,1,3,2,3,3,4,4,2,2,3,1,2,1,2,2,2,1,1,1,3,2,1,3,1,4,1,4,1,19,1,,1,,6,,1,1,,地域創造学類,,1,,0,,,,,1,5,高校の修学旅行,
K,1,3,1,2,1,2,3,3,3,2,2,3,2,2,2,1,2,2,4,2,1,3,3,2,2,1,3,2,2,4,3,2,2,2,3,1,2,2,1,1,3,3,1,1,2,3,2,3,2,4,1,1,1,19,1,,1,,1,,1,1,,経済,,1,,1,中国語,1,2,,1,1,,
K,1,3,2,4,1,2,3,1,1,3,3,1,1,2,5,4,2,4,5,5,1,4,2,3,3,1,2,1,3,4,3,3,2,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,1,5,1,4,2,19,1,,1,,1,,1,1,,人間社会学域経済学類,,1,,0,,,,,0,,,
K,1,3,3,2,2,3,4,2,3,4,3,3,2,2,3,3,2,3,4,2,1,4,3,3,3,2,3,4,2,3,3,3,2,2,2,2,3,2,1,2,3,1,1,1,2,3,3,3,2,3,2,2,1,19,1,,1,,1,,1,1,,経済,,1,,1,英語、韓国語,2,2,,0,,,
K,1,3,4,2,1,3,3,2,2,2,4,1,5,3,4,3,4,1,5,3,1,4,1,5,5,1,4,3,4,3,2,2,5,2,1,1,2,2,1,2,1,1,1,1,2,1,4,5,2,4,2,5,2,19,1,,1,,6,,1,1,,,,1,,0,,,,,0,,,専攻　無回答
K,1,3,5,2,2,4,3,4,2,3,3,3,3,2,4,5,2,4,2,4,3,2,3,4,3,4,4,5,5,4,4,4,4,4,4,2,4,3,3,4,4,3,3,4,3,2,3,3,4,5,5,3,2,20,1,,1,,6,,1,1,,経済,,1,,0,,,,,2,2,,
K,1,3,6,3,1,2,5,2,2,3,1,4,4,3,2,4,4,3,4,2,1,4,2,3,4,3,4,3,3,2,4,4,4,3,3,2,3,3,2,2,2,5,4,2,3,4,3,4,3,5,2,3,2,20,1,,1,,7,なし,1,1,,経済,,1,,1,英語,2,7,,2,"1,2",,
K,1,3,7,4,2,3,4,2,2,3,4,3,2,2,3,4,3,3,4,2,1,3,2,2,2,2,3,2,3,4,5,3,2,2,1,2,1,2,2,2,2,1,1,1,3,4,2,4,2,3,1,2,1,19,1,,1,,,,1,1,,経済,,1,,0,,,,,0,,,信仰している宗教　無回答
K,1,3,8,2,1,2,5,2,3,1,1,4,5,5,5,5,4,5,5,1,1,5,2,3,3,1,5,5,5,3,5,5,3,3,2,3,5,5,1,3,3,1,1,1,3,5,5,5,3,5,3,5,1,19,1,,1,,1,,1,1,,経済,,1,,1,英語,2,7,,0,,,
